"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Value"	"Number.of.children"
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Female"	"Urban"	"Western"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Female"	"Urban"	"Western"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Central"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Central"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Central"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Central"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Central"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Central"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Coast"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Coast"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Coast"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Coast"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Coast"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Coast"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nairobi"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nairobi"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nairobi"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nairobi"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nairobi"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nairobi"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"North Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"North Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"North Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"North Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"North Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"North Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nyanza"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nyanza"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nyanza"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nyanza"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nyanza"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Nyanza"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Rift Valley"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Rift Valley"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Rift Valley"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Rift Valley"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Rift Valley"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Rift Valley"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Total"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Total"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Total"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Total"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Total"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Total"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Western"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Western"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Western"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Western"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Western"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Rural"	"Western"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Central"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Central"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Central"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Central"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Central"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Central"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Coast"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Coast"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Coast"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Coast"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Coast"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Coast"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Nairobi"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Nairobi"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Nairobi"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Nairobi"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Nairobi"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Nairobi"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"North Eastern"	"Fourth"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"North Eastern"	"Highest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"North Eastern"	"Lowest"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"North Eastern"	"Middle"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"North Eastern"	"Second"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"North Eastern"	"Total"		
"Table 2.11 Childrenâ€™s living arrangements and orphanhood"	"Percentage of children with one or both parents dead"	"percent"	"2014"	"<2"	"Male"	"Total"	"Nyanza"	"Fourth"		
