"TableTitle"	"Variable"	"Units"	"Year"	"Residence"	"Region"	"Wealth.quintle"	"Cleansing.agents.available"	"Value"	"Number.of.households.with.place.for.washing.hands.was.observed"
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Fourth"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Fourth"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Fourth"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Fourth"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Fourth"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Fourth"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Fourth"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Highest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Lowest"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"no other cleansing agent"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"no soap"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"No water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"Soap and water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"Soap but no water"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"Water and cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Middle"	"Water only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Second"	"Cleansing agent other than soap only"		
"Table 2.7 Hand washing"	"Percent distribution of households by availability of water, soap and other cleansing agents (among households where place for washing hands was observed)"	"percent"	"2014"	"Rural"	"Nairobi"	"Second"	"no other cleansing agent"		
