"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Value"
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Central"	"Fourth"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Central"	"Highest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Central"	"Lowest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Central"	"Middle"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Central"	"Second"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Central"	"Total"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Coast"	"Fourth"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Coast"	"Highest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Coast"	"Lowest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Coast"	"Middle"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Coast"	"Second"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Coast"	"Total"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Eastern"	"Fourth"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Eastern"	"Highest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Eastern"	"Lowest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Eastern"	"Middle"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Eastern"	"Second"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Eastern"	"Total"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nairobi"	"Fourth"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nairobi"	"Highest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nairobi"	"Lowest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nairobi"	"Middle"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nairobi"	"Second"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nairobi"	"Total"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"North Eastern"	"Fourth"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"North Eastern"	"Highest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"North Eastern"	"Lowest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"North Eastern"	"Middle"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"North Eastern"	"Second"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"North Eastern"	"Total"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nyanza"	"Fourth"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nyanza"	"Highest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nyanza"	"Lowest"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nyanza"	"Middle"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nyanza"	"Second"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Nyanza"	"Total"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Rift Valley"	"Fourth"	
"Table 2.13.1 Educational attainment of the female household population"	"Median years of schooling completed by the defacto household population age six and over"	"years"	"2014"	"15-19"	"Female"	"Rural"	"Rift Valley"	"Highest"	
