"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Residence"	"Region"	"Wealth.quintle"	"Possession.of.birth.certificate"	"Value"	"Number.of.children"
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Rural"	"Western"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Lowest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Lowest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Middle"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Middle"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Middle"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Second"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Second"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Second"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Total"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Total"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Central"	"Total"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Fourth"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Fourth"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Fourth"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Highest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Highest"	"Total"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Highest"	"Yes"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Lowest"	"No"		
"Table 2.10 Birth registration of children under age five"	"Percentage of de jure children under five years of age whose births are registered with the civil authorities"	"percent"	"2014"	"<2"	"Female"	"Total"	"Coast"	"Lowest"	"Total"		
