"TableTitle"	"Variable"	"Units"	"Year"	"Age.group"	"Sex"	"Education.level"	"Residence"	"Region"	"Wealth.quintle"	"Value"
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Primary"	"Urban"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Primary"	"Urban"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Primary"	"Urban"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Primary"	"Urban"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Central"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Central"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Coast"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Coast"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Coast"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"North Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"North Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"North Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"North Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"North Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nyanza"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nyanza"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nyanza"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nyanza"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nyanza"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Nyanza"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Rift Valley"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Rift Valley"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Rift Valley"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Rift Valley"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Rift Valley"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Rift Valley"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Total"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Total"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Total"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Total"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Total"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Total"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Western"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Western"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Western"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Western"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Western"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Rural"	"Western"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Central"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Central"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Central"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Central"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Central"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Central"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Coast"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Coast"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Coast"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Coast"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Coast"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Coast"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Eastern"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Eastern"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Eastern"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Eastern"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Eastern"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Nairobi"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Nairobi"	"Highest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Nairobi"	"Lowest"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Nairobi"	"Middle"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Nairobi"	"Second"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"Nairobi"	"Total"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"North Eastern"	"Fourth"	
"Table 2.14 School attendance ratios"	"Net school attendance ratio (NAR) for the de facto household population"	"percent"	"2014"	"14-17"	"Female"	"Secondary"	"Total"	"North Eastern"	"Highest"	
